연령,가족 구성원 수,주택규모,월평균 가구소득,성별_1,성별_2,주택형태_1,주택형태_2,주택형태_3,주택형태_4,직업_1,직업_10,직업_2,직업_3,직업_4,직업_5,직업_6,직업_7,직업_8,직업_9,반려동물 사육경험_1,반려동물 사육경험_2,반려동물 사육경험_3,향후 반려동물 사육의향
57,3,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
58,3,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,3,45,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
56,4,25,350,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8
23,3,35,150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
52,2,15,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
50,4,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
41,4,60,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,2,35,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,1,5,150,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
45,4,45,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
50,4,25,550,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
62,3,15,150,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
55,3,35,550,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
52,4,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
56,3,25,350,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8
43,3,15,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
47,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
40,2,35,550,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
50,4,15,350,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8
56,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,3,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,4,25,350,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
28,4,35,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
36,2,35,650,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
47,2,35,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
45,4,45,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
35,2,15,450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
21,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,5,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
57,4,45,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8
45,2,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
36,3,25,350,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
31,4,35,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
44,3,15,250,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
33,3,35,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,3,25,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
49,3,25,350,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0
49,6,45,650,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
58,4,35,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
58,2,25,250,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
57,4,25,750,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
41,2,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
21,5,45,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
43,2,25,450,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
43,3,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
37,4,25,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
33,1,5,250,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
46,4,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2
29,1,15,350,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
48,4,35,750,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
45,4,60,750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
30,2,15,350,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,2,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8
37,1,15,350,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
42,3,25,750,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
46,4,25,450,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0
40,2,5,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
52,2,25,450,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4
34,3,25,250,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
33,2,15,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
43,4,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
37,1,5,350,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
35,2,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
20,5,45,750,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
37,3,35,350,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4
44,1,15,250,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
34,3,45,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
32,2,15,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,3,25,550,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
45,4,25,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,1,15,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
28,4,15,250,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8
23,1,5,150,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
32,3,15,350,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
34,5,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
47,6,60,750,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
36,3,35,250,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
27,4,25,150,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
38,3,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
26,3,25,250,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
42,4,35,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
30,1,15,350,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
23,6,45,750,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.8
41,3,25,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
43,4,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4
33,3,25,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
46,3,35,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
27,4,45,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
47,4,15,50,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4
22,4,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
38,3,25,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
26,1,5,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,2,25,250,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
33,2,15,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,4,35,750,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
60,4,35,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
38,4,60,450,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
29,4,25,350,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
20,4,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0
23,2,35,550,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
31,2,5,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
23,4,35,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
32,2,15,350,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
24,4,35,650,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
24,1,5,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
25,4,35,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
33,1,15,250,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
35,3,15,150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2
33,1,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
31,3,25,250,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
41,3,25,450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
36,3,25,350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,4,25,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
21,4,25,650,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0
55,4,45,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,5,25,750,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
27,2,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
23,1,5,150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
28,1,5,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
23,3,15,250,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
34,3,45,450,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6000000000000001
29,3,15,450,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
21,5,25,450,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
44,3,35,750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4
32,1,5,250,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
48,5,35,550,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
49,4,35,650,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
46,3,35,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,3,45,450,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
64,4,45,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8
33,3,25,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,4,15,250,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
26,3,15,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8
40,3,35,750,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
23,4,35,550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
44,3,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,2,25,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,2,45,650,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
58,3,45,550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4
43,3,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,4,25,250,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
59,1,15,50,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
47,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6000000000000001
35,2,15,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
54,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
32,4,25,750,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,3,45,650,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
47,4,35,550,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
61,3,15,450,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6000000000000001
41,3,25,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
50,3,45,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,5,60,450,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
60,6,25,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4
43,4,45,750,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
48,4,25,550,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6000000000000001
31,2,15,350,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
36,5,35,650,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,6,35,450,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
20,4,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
41,4,35,650,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
27,4,35,250,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
36,3,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
40,3,15,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
35,4,35,650,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
35,4,35,550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
58,3,35,450,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6000000000000001
55,3,25,450,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.2
55,4,35,450,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,3,35,650,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4
57,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
49,1,25,150,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6000000000000001
36,4,35,550,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
50,4,35,450,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4
35,3,25,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
22,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0
39,2,25,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
58,4,25,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
58,4,35,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
42,5,45,650,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
34,1,5,150,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
22,5,5,50,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6000000000000001
27,4,35,550,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,1,15,150,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6000000000000001
26,2,15,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,3,5,150,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8
23,4,35,250,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
37,5,35,750,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8
33,3,25,350,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
46,3,15,550,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
53,3,25,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4
28,4,15,550,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.4
23,4,35,450,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
30,2,25,350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
49,4,60,550,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
35,2,15,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
29,2,25,450,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
28,4,25,550,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
58,3,35,450,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,4,45,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
21,4,35,550,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,3,25,350,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,2,25,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8
20,5,45,750,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
23,1,5,150,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
30,1,15,350,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8
28,2,25,250,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
28,1,5,350,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6000000000000001
